Timestamp,Temperature (C),Humidity (%),Pressure (hPa)
2024-07-09 11:41:22.631530,28.94,76.02,955.44
2024-07-09 11:41:23.633629,28.93,76.73,954.24
2024-07-09 11:41:24.629508,28.64,75.3,954.95
2024-07-09 11:41:25.638715,28.74,75.47,955.38
2024-07-09 11:41:26.639173,28.86,76.52,954.11
2024-07-09 11:41:27.646326,28.67,73.9,954.45
2024-07-09 11:41:28.643307,28.66,72.66,955.49
2024-07-09 11:41:29.647694,28.9,75.62,955.42
2024-07-09 11:41:30.645490,28.86,76.14,954.32
2024-07-09 11:41:31.656391,28.71,74.59,955.42
2024-07-09 11:41:32.652197,28.8,75.1,954.49
2024-07-09 11:41:33.660402,28.71,73.39,954.41
2024-07-09 11:41:34.655496,28.69,72.4,955.46
2024-07-09 11:41:35.665871,28.83,74.88,954.48
2024-07-09 11:41:36.666549,28.71,73.44,955.08
2024-07-09 11:41:37.671535,28.77,73.57,955.45
2024-07-09 11:41:38.670653,28.86,75.04,954.03
2024-07-09 11:41:39.669239,28.67,72.43,955.51
2024-07-09 11:41:40.670718,28.92,75.34,954.17
2024-07-09 11:41:41.677214,28.68,73.08,955.13
2024-07-09 11:41:42.679109,28.7,71.43,955.16
2024-07-09 11:41:43.680525,28.77,73.21,955.33
2024-07-09 11:41:44.684527,28.95,75.21,955.32
2024-07-09 11:41:45.688705,28.83,73.74,955.25
2024-07-09 11:41:46.683539,28.87,74.07,955.59
2024-07-09 11:41:47.690087,29.07,75.94,955.12
2024-07-09 11:41:48.690061,29.06,76.45,954.96
2024-07-09 11:41:49.698388,28.84,72.32,955.66
2024-07-09 11:41:50.697614,29.01,74.38,955.57
2024-07-09 11:41:51.705500,29.05,74.83,953.55
2024-07-09 11:41:52.703503,28.87,71.7,954.16
2024-07-09 11:41:53.709853,28.91,71.43,955.55
2024-07-09 11:41:54.709326,29.06,73.93,954.32
2024-07-09 11:41:55.709335,28.96,69.0,954.53
2024-07-09 11:41:56.708589,28.98,70.0,955.52
2024-07-09 11:41:57.712264,29.11,73.8,955.19
2024-07-09 11:41:58.719137,29.02,74.26,954.11
2024-07-09 11:41:59.724218,28.84,71.07,955.36
2024-07-09 11:42:00.723257,28.99,72.89,955.45
2024-07-09 11:42:01.724138,29.09,74.86,954.75
2024-07-09 11:42:02.729181,28.85,72.27,953.61
2024-07-09 11:42:03.727428,28.75,67.75,955.03
2024-07-09 11:42:04.733119,28.88,70.29,955.56
2024-07-09 11:42:05.736759,29.06,73.92,955.47
2024-07-09 11:42:06.732367,29.12,75.38,955.2
2024-07-09 11:42:07.739835,29.06,75.62,954.23
2024-07-09 11:42:08.737841,28.92,74.92,955.32
2024-07-09 11:42:09.749368,29.0,75.27,955.08
2024-07-09 11:42:10.748026,29.2,76.56,955.29
2024-07-09 11:42:11.748839,29.3,77.31,954.84
2024-07-09 11:42:12.749475,28.96,73.85,954.62
2024-07-09 11:42:13.755690,28.98,72.69,955.71
2024-07-09 11:42:14.758629,29.08,74.44,955.54
2024-07-09 11:42:15.761287,29.19,75.84,955.14
2024-07-09 11:42:16.759882,29.28,76.84,955.27
2024-07-09 11:42:17.768935,29.36,77.55,954.93
2024-07-09 11:42:18.765463,29.2,76.94,954.22
2024-07-09 11:42:19.774209,29.02,74.53,955.56
2024-07-09 11:42:20.771026,29.24,76.46,954.99
2024-07-09 11:42:21.772154,29.12,75.64,954.14
2024-07-09 11:42:22.778442,28.98,71.61,955.67
2024-07-09 11:42:23.779044,29.13,73.98,955.52
2024-07-09 11:42:24.782476,29.32,76.56,955.06
2024-07-09 11:42:25.782497,29.13,76.15,953.99
2024-07-09 11:42:26.786785,28.99,74.48,954.0
2024-07-09 11:42:27.792852,28.97,71.21,955.54
2024-07-09 11:42:28.792663,29.06,73.14,955.55
2024-07-09 11:42:29.796529,29.19,75.74,955.35
2024-07-09 11:42:30.796591,29.26,76.73,954.91
2024-07-09 11:42:31.802867,29.06,75.45,953.71
2024-07-09 11:42:32.800996,28.93,71.18,955.5
2024-07-09 11:42:33.805462,29.1,73.69,955.53
2024-07-09 11:42:34.804044,29.23,75.98,955.38
2024-07-09 11:42:35.810897,29.21,76.58,954.47
2024-07-09 11:42:36.805705,29.04,74.99,954.1
2024-07-09 11:42:37.818351,28.97,71.52,955.51
2024-07-09 11:42:38.816947,29.18,74.69,955.5
2024-07-09 11:42:39.818792,29.26,76.4,954.59
2024-07-09 11:42:40.822956,29.07,75.08,954.18
2024-07-09 11:42:41.826661,28.99,71.52,955.45
2024-07-09 11:42:42.825220,29.16,74.1,955.39
2024-07-09 11:42:43.831576,29.23,75.72,954.25
2024-07-09 11:42:44.826620,29.02,72.74,954.66
2024-07-09 11:42:45.830998,29.07,72.32,955.48
2024-07-09 11:42:46.836117,29.19,74.83,954.43
2024-07-09 11:42:47.842184,29.02,72.08,954.52
2024-07-09 11:42:48.840643,29.06,71.52,955.54
2024-07-09 11:42:49.845176,29.23,74.75,954.2
2024-07-09 11:42:50.842286,29.02,72.08,954.24
2024-07-09 11:42:51.848597,29.04,70.66,955.51
2024-07-09 11:42:52.846259,29.22,74.21,954.63
2024-07-09 11:42:53.850733,29.06,72.79,954.26
2024-07-09 11:42:54.856893,29.07,71.44,955.4
2024-07-09 11:42:55.854719,29.17,73.63,954.29
2024-07-09 11:42:56.861417,29.03,70.85,954.62
2024-07-09 11:42:57.859604,29.05,68.72,955.47
2024-07-09 11:42:58.865415,29.16,72.11,955.27
2024-07-09 11:42:59.870064,29.21,73.88,955.2
2024-07-09 11:43:00.868337,29.2,74.48,954.53
2024-07-09 11:43:01.872505,29.05,70.92,955.78
