Timestamp,Temperature (C),Humidity (%),Pressure (hPa)
2024-07-09 11:21:52.648078,21.65,36.62,955.22
2024-07-09 11:21:53.647574,21.65,36.66,955.24
2024-07-09 11:21:54.654932,21.65,36.67,955.23
2024-07-09 11:21:55.653644,21.64,36.64,955.23
2024-07-09 11:21:56.656511,21.64,36.56,955.22
2024-07-09 11:21:57.652876,21.64,36.48,955.25
2024-07-09 11:21:58.659954,21.63,36.32,955.22
2024-07-09 11:21:59.659007,21.63,36.21,955.21
2024-07-09 11:22:00.668877,21.62,36.11,955.25
2024-07-09 11:22:01.663484,21.62,36.03,955.22
2024-07-09 11:22:02.672783,21.61,36.02,955.21
2024-07-09 11:22:03.673756,21.61,36.05,955.22
2024-07-09 11:22:04.675688,21.6,36.07,955.22
2024-07-09 11:22:05.677102,21.59,36.09,955.23
2024-07-09 11:22:06.681304,21.59,36.11,955.21
2024-07-09 11:22:07.680835,21.58,36.14,955.19
2024-07-09 11:22:08.685280,21.58,36.16,955.21
2024-07-09 11:22:09.687586,21.57,36.16,955.22
2024-07-09 11:22:10.686378,21.56,36.15,955.19
2024-07-09 11:22:11.687391,21.56,36.15,955.23
2024-07-09 11:22:12.694924,21.56,36.16,955.2
2024-07-09 11:22:13.696037,21.56,36.22,955.23
2024-07-09 11:22:14.702805,21.56,36.27,955.24
2024-07-09 11:22:15.698789,21.56,36.31,955.23
2024-07-09 11:22:16.704706,21.56,36.32,955.22
2024-07-09 11:22:17.703963,21.56,36.27,955.22
2024-07-09 11:22:18.708849,21.55,36.22,955.2
2024-07-09 11:22:19.713233,21.55,36.16,955.21
2024-07-09 11:22:20.716717,21.55,36.16,955.22
2024-07-09 11:22:21.713829,21.55,36.16,955.22
2024-07-09 11:22:22.716861,21.55,36.16,955.2
2024-07-09 11:22:23.718892,21.55,36.14,955.21
2024-07-09 11:22:24.727258,21.55,36.14,955.21
2024-07-09 11:22:25.722743,21.55,36.15,955.23
2024-07-09 11:22:26.732517,21.55,36.15,955.24
2024-07-09 11:22:27.729671,21.55,36.16,955.21
2024-07-09 11:22:28.736003,21.55,36.17,955.22
2024-07-09 11:22:29.737330,21.55,36.18,955.22
2024-07-09 11:22:30.736113,21.54,36.18,955.21
2024-07-09 11:22:31.735381,21.54,36.18,955.24
2024-07-09 11:22:32.741684,21.54,36.19,955.22
2024-07-09 11:22:33.744488,21.55,36.19,955.22
2024-07-09 11:22:34.745334,21.54,36.18,955.22
2024-07-09 11:22:35.746525,21.54,36.16,955.22
2024-07-09 11:22:36.751231,21.54,36.14,955.22
2024-07-09 11:22:37.755821,21.54,36.13,955.22
2024-07-09 11:22:38.758858,21.54,36.16,955.23
2024-07-09 11:22:39.758092,21.54,36.16,955.25
2024-07-09 11:22:40.766449,21.54,36.17,955.21
2024-07-09 11:22:41.765448,21.53,36.22,955.22
2024-07-09 11:22:42.769461,21.53,36.36,955.26
2024-07-09 11:22:43.764955,21.53,36.44,955.23
2024-07-09 11:22:44.774354,21.53,36.45,955.23
2024-07-09 11:22:45.774002,21.52,36.41,955.25
2024-07-09 11:22:46.780562,21.53,36.33,955.26
2024-07-09 11:22:47.780112,21.52,36.21,955.23
2024-07-09 11:22:48.785476,21.52,36.17,955.24
2024-07-09 11:22:49.781903,21.51,36.1,955.25
2024-07-09 11:22:50.788639,21.51,36.05,955.22
2024-07-09 11:22:51.787875,21.51,36.03,955.25
2024-07-09 11:22:52.795415,21.51,36.01,955.24
2024-07-09 11:22:53.789985,21.5,35.96,955.23
2024-07-09 11:22:54.795121,21.5,35.94,955.23
2024-07-09 11:22:55.801749,21.49,35.92,955.21
2024-07-09 11:22:56.801762,21.49,35.94,955.23
2024-07-09 11:22:57.801966,21.49,35.96,955.24
2024-07-09 11:22:58.805876,21.49,35.98,955.22
2024-07-09 11:22:59.808883,21.49,35.96,955.23
2024-07-09 11:23:00.815259,21.49,35.88,955.25
2024-07-09 11:23:01.810258,21.48,35.83,955.23
2024-07-09 11:23:02.819283,21.48,35.87,955.21
2024-07-09 11:23:03.815130,21.48,35.86,955.22
2024-07-09 11:23:04.822853,21.47,35.79,955.22
2024-07-09 11:23:05.824227,21.48,35.74,955.25
2024-07-09 11:23:06.828879,21.46,35.74,955.23
2024-07-09 11:23:07.827940,21.46,35.74,955.24
2024-07-09 11:23:08.832331,21.46,35.74,955.24
2024-07-09 11:23:09.830865,21.45,35.72,955.18
2024-07-09 11:23:10.841794,21.45,35.7,955.24
2024-07-09 11:23:11.834014,21.45,35.66,955.21
2024-07-09 11:23:12.846035,21.45,35.66,955.23
2024-07-09 11:23:13.838899,21.45,35.68,955.23
2024-07-09 11:23:14.852246,21.45,35.7,955.21
2024-07-09 11:23:15.846154,21.44,35.72,955.2
2024-07-09 11:23:16.856336,21.45,35.72,955.23
2024-07-09 11:23:17.854804,21.44,35.74,955.22
2024-07-09 11:23:18.861528,21.44,35.79,955.23
2024-07-09 11:23:19.858144,21.44,35.76,955.24
2024-07-09 11:23:20.862457,21.44,35.72,955.24
2024-07-09 11:23:21.865792,21.43,35.72,955.25
2024-07-09 11:23:22.864467,21.43,35.72,955.24
2024-07-09 11:23:23.868126,21.44,35.71,955.25
2024-07-09 11:23:24.871939,21.43,35.67,955.22
2024-07-09 11:23:25.871261,21.42,35.67,955.2
2024-07-09 11:23:26.874569,21.43,35.68,955.22
2024-07-09 11:23:27.879543,21.42,35.69,955.22
2024-07-09 11:23:28.879069,21.42,35.7,955.22
2024-07-09 11:23:29.884842,21.42,35.73,955.2
2024-07-09 11:23:30.889716,21.42,35.75,955.24
2024-07-09 11:23:31.884141,21.42,35.77,955.24
2024-07-09 11:23:32.887865,21.42,35.79,955.24
2024-07-09 11:23:33.890034,21.41,35.81,955.25
2024-07-09 11:23:34.895471,21.42,35.83,955.21
2024-07-09 11:23:35.897199,21.41,35.85,955.22
2024-07-09 11:23:36.900314,21.41,35.88,955.23
2024-07-09 11:23:37.898442,21.41,35.88,955.2
2024-07-09 11:23:38.906774,21.41,35.86,955.21
2024-07-09 11:23:39.906256,21.41,35.86,955.24
2024-07-09 11:23:40.908624,21.41,35.86,955.19
2024-07-09 11:23:41.912125,21.4,35.87,955.21
2024-07-09 11:23:42.918172,21.4,35.87,955.21
2024-07-09 11:23:43.919631,21.4,35.89,955.21
2024-07-09 11:23:44.920259,21.4,35.89,955.18
2024-07-09 11:23:45.917622,21.4,35.86,955.22
2024-07-09 11:23:46.928951,21.41,35.85,955.23
2024-07-09 11:23:47.925204,21.4,35.83,955.23
2024-07-09 11:23:48.930480,21.4,35.83,955.22
2024-07-09 11:23:49.933504,21.4,35.85,955.21
2024-07-09 11:23:50.937603,21.4,35.88,955.22
2024-07-09 11:23:51.932822,21.39,35.85,955.21
2024-07-09 11:23:52.944400,21.38,35.61,955.18
2024-07-09 11:23:53.941376,21.38,35.53,955.25
2024-07-09 11:23:54.947764,21.38,35.54,955.21
2024-07-09 11:23:55.949200,21.38,35.57,955.23
2024-07-09 11:23:56.947159,21.38,35.6,955.23
2024-07-09 11:23:57.953945,21.38,35.63,955.21
2024-07-09 11:23:58.951534,21.38,35.67,955.21
2024-07-09 11:23:59.957512,21.38,35.68,955.25
2024-07-09 11:24:00.962206,21.38,35.68,955.22
2024-07-09 11:24:01.959319,21.38,35.69,955.24
2024-07-09 11:24:02.963051,21.38,35.68,955.21
2024-07-09 11:24:03.968544,21.37,35.64,955.19
2024-07-09 11:24:04.967002,21.37,35.62,955.21
2024-07-09 11:24:05.972325,21.36,35.6,955.22
2024-07-09 11:24:06.975143,21.36,35.6,955.19
2024-07-09 11:24:07.975748,21.36,35.61,955.22
2024-07-09 11:24:08.982850,21.37,35.61,955.2
2024-07-09 11:24:09.983376,21.37,35.63,955.21
2024-07-09 11:24:10.983323,21.37,35.66,955.26
2024-07-09 11:24:11.987928,21.37,35.63,955.24
2024-07-09 11:24:12.991825,21.37,35.61,955.24
2024-07-09 11:24:13.989590,21.36,35.59,955.23
2024-07-09 11:24:14.995853,21.36,35.58,955.22
2024-07-09 11:24:15.993337,21.36,35.56,955.23
2024-07-09 11:24:16.998687,21.36,35.58,955.21
2024-07-09 11:24:17.995440,21.36,35.6,955.21
2024-07-09 11:24:19.007058,21.36,35.58,955.22
2024-07-09 11:24:20.005079,21.36,35.56,955.24
2024-07-09 11:24:21.008121,21.35,35.55,955.23
2024-07-09 11:24:22.012237,21.35,35.55,955.25
2024-07-09 11:24:23.017564,21.35,35.55,955.26
2024-07-09 11:24:24.014579,21.35,35.53,955.22
2024-07-09 11:24:25.018787,21.35,35.51,955.21
2024-07-09 11:24:26.021080,21.35,35.48,955.25
2024-07-09 11:24:27.025273,21.34,35.46,955.23
2024-07-09 11:24:28.022613,21.35,35.46,955.27
2024-07-09 11:24:29.030897,21.33,35.47,955.22
2024-07-09 11:24:30.025486,21.34,35.47,955.21
2024-07-09 11:24:31.031822,21.34,35.49,955.19
2024-07-09 11:24:32.032937,21.33,35.5,955.23
2024-07-09 11:24:33.036440,21.33,35.5,955.23
2024-07-09 11:24:34.038733,21.33,35.5,955.25
2024-07-09 11:24:35.040512,21.33,35.49,955.23
2024-07-09 11:24:36.043260,21.32,35.49,955.23
2024-07-09 11:24:37.047098,21.32,35.49,955.22
2024-07-09 11:24:38.043784,21.32,35.49,955.23
2024-07-09 11:24:39.049992,21.32,35.49,955.25
2024-07-09 11:24:40.055397,21.32,35.52,955.25
2024-07-09 11:24:41.055022,21.32,35.54,955.23
2024-07-09 11:24:42.054230,21.31,35.55,955.26
2024-07-09 11:24:43.063845,21.31,35.54,955.23
2024-07-09 11:24:44.065113,21.32,35.53,955.28
2024-07-09 11:24:45.063455,21.32,35.48,955.23
2024-07-09 11:24:46.067027,21.31,35.48,955.21
2024-07-09 11:24:47.069500,21.31,35.48,955.25
2024-07-09 11:24:48.073329,21.31,35.49,955.24
2024-07-09 11:24:49.075942,21.31,35.53,955.25
