Timestamp,Temperature (C),Humidity (%),Pressure (hPa)
2024-07-05 21:15:49.719405,17.41,58.0,943.88
2024-07-05 21:15:50.721275,17.4,57.97,943.86
2024-07-05 21:15:51.731639,17.39,57.96,943.86
2024-07-05 21:15:52.727650,17.39,57.96,943.87
2024-07-05 21:15:53.734282,17.39,57.91,943.87
2024-07-05 21:15:54.731061,17.39,57.85,943.9
2024-07-05 21:15:55.739557,17.38,57.79,943.91
2024-07-05 21:15:56.739255,17.38,57.83,943.9
2024-07-05 21:15:57.741801,17.37,58.0,943.89
2024-07-05 21:15:58.741612,17.37,58.13,943.88
2024-07-05 21:15:59.746334,17.36,58.21,943.88
2024-07-05 21:16:00.747690,17.36,58.24,943.89
2024-07-05 21:16:01.754725,17.36,58.22,943.92
2024-07-05 21:16:02.750281,17.36,58.19,943.89
2024-07-05 21:16:03.754302,17.34,58.18,943.9
2024-07-05 21:16:04.755034,17.34,58.18,943.89
2024-07-05 21:16:05.764422,17.34,58.18,943.84
2024-07-05 21:16:06.765988,17.34,58.2,943.88
2024-07-05 21:16:07.767202,17.34,58.13,943.89
2024-07-05 21:16:08.770961,17.33,58.08,943.85
2024-07-05 21:16:09.775356,17.33,58.13,943.84
2024-07-05 21:16:10.768836,17.33,58.25,943.88
2024-07-05 21:16:11.777877,17.32,58.35,943.86
2024-07-05 21:16:12.775092,17.32,58.42,943.88
2024-07-05 21:16:13.778370,17.32,58.46,943.86
2024-07-05 21:16:14.780782,17.32,58.49,943.86
2024-07-05 21:16:15.789535,17.32,58.52,943.85
2024-07-05 21:16:16.786418,17.32,58.53,943.87
2024-07-05 21:16:17.790055,17.31,58.54,943.86
2024-07-05 21:16:18.792856,17.31,58.55,943.87
2024-07-05 21:16:19.797092,17.31,58.56,943.87
2024-07-05 21:16:20.793417,17.31,58.58,943.9
2024-07-05 21:16:21.802773,17.31,58.59,943.88
2024-07-05 21:16:22.799788,17.31,58.57,943.9
2024-07-05 21:16:23.807007,17.32,58.54,943.86
2024-07-05 21:16:24.808444,17.31,58.52,943.88
2024-07-05 21:16:25.811429,17.31,58.52,943.88
2024-07-05 21:16:26.812284,17.31,58.45,943.88
2024-07-05 21:16:27.813001,17.31,58.35,943.89
2024-07-05 21:16:28.816018,17.31,58.36,943.88
2024-07-05 21:16:29.819051,17.31,58.44,943.87
2024-07-05 21:16:30.823607,17.31,58.48,943.86
2024-07-05 21:16:31.826965,17.31,58.53,943.88
2024-07-05 21:16:32.823241,17.31,58.52,943.87
2024-07-05 21:16:33.828191,17.3,58.56,943.87
2024-07-05 21:16:34.834345,17.3,58.6,943.88
2024-07-05 21:16:35.834013,17.3,58.66,943.83
2024-07-05 21:16:36.839411,17.3,58.72,943.86
2024-07-05 21:16:37.837170,17.29,58.74,943.87
2024-07-05 21:16:38.836928,17.3,58.7,943.89
2024-07-05 21:16:39.845268,17.3,58.68,943.89
2024-07-05 21:16:40.845746,17.3,58.66,943.9
2024-07-05 21:16:41.850871,17.3,58.64,943.87
2024-07-05 21:16:42.850263,17.3,58.64,943.88
2024-07-05 21:16:43.858825,17.3,58.65,943.88
2024-07-05 21:16:44.859023,17.3,58.66,943.88
2024-07-05 21:16:45.858571,17.3,58.64,943.86
2024-07-05 21:16:46.863918,17.32,58.72,943.87
2024-07-05 21:16:47.869512,17.58,60.16,943.85
2024-07-05 21:16:48.861125,18.51,62.3,943.81
2024-07-05 21:16:49.866075,19.44,61.75,943.86
2024-07-05 21:16:50.872093,19.81,59.98,943.84
2024-07-05 21:16:51.877775,19.99,62.44,943.8
2024-07-05 21:16:52.876615,20.25,65.58,943.79
2024-07-05 21:16:53.883334,20.39,63.64,943.81
2024-07-05 21:16:54.882091,20.26,60.19,943.79
2024-07-05 21:16:55.884368,20.31,60.23,943.79
2024-07-05 21:16:56.880897,20.67,60.74,943.76
2024-07-05 21:16:57.889322,21.01,58.73,943.78
2024-07-05 21:16:58.886584,21.03,57.48,943.78
2024-07-05 21:16:59.891315,21.11,58.4,943.74
2024-07-05 21:17:00.898112,21.63,60.08,943.78
2024-07-05 21:17:01.895389,22.12,59.15,943.8
2024-07-05 21:17:02.896628,22.18,56.69,943.77
2024-07-05 21:17:03.902700,22.09,55.72,943.78
2024-07-05 21:17:04.905771,22.3,54.96,943.76
2024-07-05 21:17:05.908082,22.81,53.98,943.73
2024-07-05 21:17:06.906780,23.03,52.65,943.74
2024-07-05 21:17:07.916744,22.94,51.95,943.74
2024-07-05 21:17:08.913899,22.95,52.92,943.73
2024-07-05 21:17:09.917010,23.24,53.72,943.72
2024-07-05 21:17:10.915587,23.84,54.2,943.7
2024-07-05 21:17:11.926015,24.08,51.73,943.74
2024-07-05 21:17:12.923738,23.99,50.71,943.77
2024-07-05 21:17:13.925462,23.9,50.53,943.75
2024-07-05 21:17:14.928536,23.95,50.8,943.74
2024-07-05 21:17:15.934159,24.25,49.98,943.72
2024-07-05 21:17:16.937087,24.36,48.56,943.72
2024-07-05 21:17:17.940611,24.24,48.41,943.72
2024-07-05 21:17:18.941693,24.28,48.1,943.71
2024-07-05 21:17:19.941853,24.54,47.42,943.7
2024-07-05 21:17:20.940619,24.83,47.13,943.68
2024-07-05 21:17:21.952854,24.65,46.39,943.74
2024-07-05 21:17:22.951076,24.5,46.98,943.72
2024-07-05 21:17:23.956978,24.76,47.98,943.69
2024-07-05 21:17:24.956826,25.09,47.77,943.65
2024-07-05 21:17:25.961702,24.88,46.48,943.71
2024-07-05 21:17:26.956828,24.61,46.67,943.72
2024-07-05 21:17:27.963278,24.57,46.92,943.71
2024-07-05 21:17:28.966243,24.88,47.01,943.66
2024-07-05 21:17:29.969676,25.16,46.3,943.67
2024-07-05 21:17:30.968131,24.98,45.87,943.7
2024-07-05 21:17:31.970358,24.6,45.53,943.72
2024-07-05 21:17:32.976325,24.48,46.35,943.68
2024-07-05 21:17:33.974698,24.69,47.0,943.71
2024-07-05 21:17:34.977378,25.1,47.28,943.68
2024-07-05 21:17:35.981753,25.11,45.75,943.74
2024-07-05 21:17:36.982226,24.91,46.25,943.7
2024-07-05 21:17:37.985120,24.99,46.46,943.7
2024-07-05 21:17:38.986366,25.31,47.29,943.69
2024-07-05 21:17:39.989426,25.42,47.19,943.74
2024-07-05 21:17:40.991359,25.26,46.26,943.72
2024-07-05 21:17:41.995567,24.97,45.93,943.73
2024-07-05 21:17:42.995270,24.54,45.22,943.74
2024-07-05 21:17:43.998211,24.24,45.45,943.75
2024-07-05 21:17:45.002225,23.94,45.86,943.79
2024-07-05 21:17:46.007120,23.69,45.61,943.8
2024-07-05 21:17:47.006139,23.42,45.51,943.77
2024-07-05 21:17:48.014145,23.21,45.82,943.77
2024-07-05 21:17:49.010970,22.99,46.16,943.78
2024-07-05 21:17:50.013760,22.8,46.53,943.8
2024-07-05 21:17:51.017849,22.61,46.92,943.81
2024-07-05 21:17:52.022939,22.53,47.09,943.8
2024-07-05 21:17:53.020088,22.37,47.32,943.8
2024-07-05 21:17:54.024706,22.2,47.57,943.82
2024-07-05 21:17:55.030019,22.06,47.82,943.82
2024-07-05 21:17:56.030938,21.91,48.31,943.85
2024-07-05 21:17:57.032905,21.78,48.63,943.85
2024-07-05 21:17:58.040180,21.65,48.71,943.83
2024-07-05 21:17:59.035743,21.53,48.72,943.84
2024-07-05 21:18:00.043382,21.4,48.58,943.82
2024-07-05 21:18:01.045358,21.29,48.62,943.82
2024-07-05 21:18:02.043914,21.17,48.74,943.8
2024-07-05 21:18:03.042450,21.07,48.96,943.8
2024-07-05 21:18:04.049571,20.95,48.99,943.81
2024-07-05 21:18:05.047326,20.85,49.12,943.79
2024-07-05 21:18:06.056393,20.75,49.3,943.8
2024-07-05 21:18:07.053330,20.66,49.38,943.81
2024-07-05 21:18:08.064207,20.56,49.51,943.83
2024-07-05 21:18:09.064984,20.47,49.62,943.8
2024-07-05 21:18:10.064394,20.4,49.89,943.84
2024-07-05 21:18:11.066026,20.33,50.0,943.83
2024-07-05 21:18:12.074038,20.23,50.01,943.83
2024-07-05 21:18:13.072250,20.14,50.15,943.83
2024-07-05 21:18:14.078366,20.06,50.4,943.81
2024-07-05 21:18:15.077712,19.99,50.55,943.85
2024-07-05 21:18:16.083734,19.91,50.71,943.84
2024-07-05 21:18:17.081148,19.85,50.86,943.87
2024-07-05 21:18:18.088680,19.76,50.99,943.84
2024-07-05 21:18:19.088039,19.7,51.13,943.84
2024-07-05 21:18:20.089637,19.62,51.22,943.85
2024-07-05 21:18:21.085916,19.56,51.34,943.84
2024-07-05 21:18:22.096393,19.5,51.46,943.87
2024-07-05 21:18:23.094936,19.44,51.67,943.87
2024-07-05 21:18:24.102131,19.37,51.83,943.87
2024-07-05 21:18:25.101129,19.32,52.0,943.84
2024-07-05 21:18:26.100700,19.26,52.14,943.86
2024-07-05 21:18:27.106468,19.22,52.21,943.84
2024-07-05 21:18:28.107705,19.17,52.34,943.85
2024-07-05 21:18:29.106915,19.12,52.42,943.86
2024-07-05 21:18:30.113405,19.07,52.52,943.85
2024-07-05 21:18:31.113568,19.02,52.67,943.84
2024-07-05 21:18:32.118147,18.96,52.8,943.84
2024-07-05 21:18:33.119136,18.91,52.91,943.85
2024-07-05 21:18:34.127695,18.86,53.06,943.82
2024-07-05 21:18:35.124218,18.8,53.17,943.84
2024-07-05 21:18:36.127334,18.75,53.27,943.86
2024-07-05 21:18:37.129415,18.7,53.52,943.86
2024-07-05 21:18:38.135457,18.65,53.84,943.85
2024-07-05 21:18:39.131664,18.61,54.06,943.89
2024-07-05 21:18:40.139156,18.56,54.23,943.88
2024-07-05 21:18:41.140066,18.53,54.25,943.89
2024-07-05 21:18:42.146471,18.49,54.28,943.87
2024-07-05 21:18:43.145483,18.46,54.3,943.89
2024-07-05 21:18:44.146712,18.43,54.56,943.91
2024-07-05 21:18:45.146691,18.38,54.82,943.93
2024-07-05 21:18:46.153770,18.33,55.0,943.89
2024-07-05 21:18:47.153902,18.3,55.21,943.91
2024-07-05 21:18:48.156293,18.27,55.36,943.92
